usage_date,account_id,team,service,region,cost_usd,usage_amount
2025-04-23,490441094613,alpha,EC2,eu-west-1,23.4658,7.021
2025-04-23,648956006010,gamma,S3,eu-west-1,4.1914,3.248
2025-04-23,214218321688,beta,Lambda,eu-west-1,7.2775,2.131
2025-04-23,166102593741,alpha,S3,eu-west-1,1.4919,2.218
2025-04-23,349184575361,gamma,EC2,us-east-1,1.153,8.658
2025-04-23,995479732925,gamma,Lambda,us-east-1,12.6311,6.587
2025-04-23,630535558688,alpha,RDS,us-east-1,7.4387,4.714
2025-04-23,811909235948,beta,Lambda,us-east-1,14.5944,2.374
2025-04-23,354494951230,gamma,EC2,us-west-2,19.733,7.844
2025-04-23,190760717928,alpha,S3,us-west-2,3.6326,5.824
2025-04-23,151326704438,beta,CloudWatch,eu-west-1,4.4516,9.412
2025-04-23,612962327632,gamma,S3,us-east-1,10.9365,2.679
2025-04-23,896069066941,gamma,S3,eu-west-1,9.417,9.164
2025-04-23,109933587367,beta,EC2,us-west-2,1.8328,7.418
2025-04-23,659631920775,beta,RDS,us-east-1,18.5997,9.234
2025-04-23,253396138835,alpha,Lambda,eu-west-1,15.1871,8.849
2025-04-23,449430613705,gamma,RDS,us-east-1,1.8997,7.81
2025-04-23,508810177325,gamma,S3,us-west-2,19.9405,8.883
2025-04-23,524566427512,alpha,RDS,us-east-1,3.5775,7.616
2025-04-23,434908079214,beta,CloudWatch,us-east-1,17.0961,6.735
2025-04-23,443187885494,gamma,Lambda,us-west-2,7.4326,7.112
2025-04-23,464155295831,beta,Lambda,eu-west-1,22.8928,6.645
2025-04-23,145122556756,alpha,CloudWatch,us-east-1,18.2391,2.18
2025-04-23,280791012536,beta,S3,us-east-1,8.2145,4.295
2025-04-23,519185451804,beta,RDS,eu-west-1,15.8146,8.352
2025-04-23,976317492461,beta,Lambda,eu-west-1,7.452,9.732
2025-04-23,281345007826,gamma,Lambda,eu-west-1,18.5308,4.871
2025-04-23,881124942211,alpha,EC2,us-east-1,19.9583,4.303
2025-04-23,182695756477,beta,EC2,us-east-1,19.0645,4.988
2025-04-23,327451862391,beta,S3,us-east-1,23.5513,6.982
2025-04-23,143598304247,gamma,Lambda,eu-west-1,21.8837,8.336
2025-04-23,761365665522,alpha,Lambda,us-east-1,13.3394,8.751
2025-04-23,195292840208,gamma,Lambda,eu-west-1,10.8026,6.112
2025-04-23,843226197874,alpha,Lambda,us-east-1,21.8534,9.171
2025-04-23,221855355213,alpha,S3,us-west-2,2.9934,6.805
2025-04-23,926855054011,alpha,CloudWatch,us-west-2,22.1771,4.953
2025-04-23,899823115594,beta,EC2,us-east-1,7.6161,4.585
2025-04-23,857006810741,gamma,RDS,us-east-1,21.8927,9.634
2025-04-23,764353929147,alpha,EC2,eu-west-1,14.0327,6.969
2025-04-23,329675134659,beta,EC2,us-east-1,4.3254,9.588
2025-04-23,300391722397,beta,CloudWatch,eu-west-1,23.3071,8.109
2025-04-23,956968809033,beta,CloudWatch,eu-west-1,15.2271,6.151
2025-04-23,982173734812,beta,EC2,eu-west-1,3.2837,5.768
2025-04-23,697797976076,beta,RDS,us-east-1,6.2872,2.405
2025-04-23,806734441707,gamma,S3,eu-west-1,24.4165,7.394
2025-04-23,936355686758,alpha,EC2,us-west-2,20.514,4.966
2025-04-23,545151972388,gamma,S3,eu-west-1,13.9075,6.208
2025-04-23,959763957749,gamma,RDS,eu-west-1,21.5429,7.342
2025-04-23,764976647824,alpha,S3,eu-west-1,3.7151,6.859
2025-04-23,670785396645,gamma,Lambda,us-east-1,3.1827,2.782
2025-04-23,382912069748,beta,RDS,eu-west-1,5.4555,6.767
2025-04-23,282730663210,gamma,RDS,us-east-1,0.4695,2.237
2025-04-23,695875636430,beta,CloudWatch,eu-west-1,3.0437,2.38
2025-04-24,736185250766,gamma,Lambda,us-east-1,14.4707,2.676
2025-04-24,950519025386,alpha,Lambda,us-west-2,11.7553,9.186
2025-04-24,193481824889,beta,CloudWatch,eu-west-1,14.4908,6.697
2025-04-24,636049191883,gamma,Lambda,us-west-2,10.7465,4.801
2025-04-24,427243090032,alpha,S3,eu-west-1,21.6164,7.4
2025-04-24,106178742565,gamma,S3,us-west-2,2.9441,5.786
2025-04-24,889622876906,alpha,RDS,us-west-2,6.0521,6.757
2025-04-24,723216669834,alpha,S3,us-east-1,0.5795,4.858
2025-04-24,578426050021,beta,RDS,eu-west-1,21.8543,3.75
2025-04-24,831974910869,beta,EC2,eu-west-1,12.9483,9.459
2025-04-24,786940335638,gamma,RDS,us-west-2,11.3509,3.692
2025-04-24,710230150794,alpha,RDS,eu-west-1,17.004,2.332
2025-04-24,820951882311,beta,EC2,us-east-1,4.6928,2.561
2025-04-24,355456317215,gamma,CloudWatch,eu-west-1,18.9744,5.264
2025-04-24,896058758642,beta,S3,us-east-1,11.9339,7.951
2025-04-24,359515229937,gamma,RDS,us-west-2,2.9585,3.636
2025-04-24,509994438092,gamma,EC2,us-east-1,4.5237,9.828
2025-04-24,379623008142,beta,EC2,us-west-2,16.8747,2.315
2025-04-24,453396702252,alpha,CloudWatch,us-east-1,0.194,3.094
2025-04-24,794393122472,alpha,CloudWatch,us-west-2,11.501,9.677
2025-04-24,963358805229,alpha,Lambda,us-west-2,13.1614,6.552
2025-04-24,693364742982,alpha,CloudWatch,us-east-1,17.1371,7.423
2025-04-24,815460942560,beta,Lambda,eu-west-1,8.7376,6.505
2025-04-24,712998924336,gamma,EC2,eu-west-1,2.6762,4.027
2025-04-24,268888437649,gamma,Lambda,us-west-2,13.2804,2.756
2025-04-24,489783940336,gamma,RDS,us-east-1,2.6875,8.741
2025-04-24,904403196310,alpha,Lambda,us-east-1,5.4637,5.989
2025-04-24,759999649641,gamma,EC2,eu-west-1,9.8042,6.71
2025-04-24,639242133700,alpha,EC2,us-east-1,13.6614,6.666
2025-04-24,608848997225,alpha,Lambda,us-west-2,19.6589,2.427
2025-04-24,155154301669,beta,S3,eu-west-1,16.432,6.222
2025-04-24,381149580395,gamma,S3,us-east-1,14.9767,7.689
2025-04-24,697675135600,beta,S3,us-west-2,10.0032,9.21
2025-04-24,223403818704,beta,S3,us-west-2,2.4907,4.862
2025-04-24,572569080289,gamma,RDS,eu-west-1,6.6939,3.311
2025-04-24,346543864611,alpha,RDS,us-west-2,13.041,5.478
2025-04-24,861918702776,gamma,Lambda,us-west-2,22.8439,2.632
2025-04-24,985372254022,gamma,RDS,eu-west-1,11.78,3.198
2025-04-24,684035400413,alpha,S3,us-east-1,9.4335,5.831
2025-04-24,389514608708,alpha,RDS,us-west-2,7.7035,2.0
2025-04-24,753141895696,alpha,S3,us-west-2,12.1018,3.008
2025-04-24,548263231608,gamma,CloudWatch,us-east-1,12.3878,9.917
2025-04-24,223746493876,gamma,RDS,eu-west-1,10.0759,7.77
2025-04-24,129266981880,beta,RDS,us-east-1,21.5085,4.321
2025-04-24,266390784733,alpha,Lambda,us-west-2,0.5511,8.3
2025-04-24,360173716728,beta,RDS,us-west-2,17.4119,3.583
2025-04-24,164078536338,beta,RDS,eu-west-1,19.8839,2.984
2025-04-24,474398419054,gamma,EC2,us-west-2,11.6235,6.238
2025-04-24,143629090967,alpha,CloudWatch,us-east-1,10.6479,5.175
2025-04-24,941657549142,gamma,RDS,us-east-1,7.2397,3.722
2025-04-24,751417268568,alpha,CloudWatch,us-east-1,22.4432,5.709
2025-04-24,920299697750,beta,EC2,eu-west-1,19.594,6.952
2025-04-24,244919903656,gamma,Lambda,us-east-1,19.1337,3.491
2025-04-24,406563718135,beta,CloudWatch,eu-west-1,11.3827,5.172
2025-04-24,884112825202,gamma,Lambda,us-east-1,17.4214,8.056
2025-04-24,738598254330,gamma,EC2,us-east-1,24.7251,3.68
2025-04-24,552941140632,alpha,Lambda,eu-west-1,19.643,6.371
2025-04-24,238289330516,beta,CloudWatch,eu-west-1,3.1341,4.892
2025-04-24,843415770149,beta,CloudWatch,eu-west-1,9.8636,7.588
2025-04-24,594031797636,beta,S3,us-east-1,24.0965,2.961
2025-04-25,324923565431,gamma,CloudWatch,us-east-1,19.8196,6.312
2025-04-25,858843452884,beta,CloudWatch,eu-west-1,16.4287,3.593
2025-04-25,165054210072,alpha,Lambda,eu-west-1,5.8927,3.638
2025-04-25,980510735905,beta,EC2,us-east-1,12.8593,4.329
2025-04-25,475273705353,gamma,Lambda,us-east-1,23.857,7.326
2025-04-25,666481347841,beta,RDS,eu-west-1,12.7725,9.491
2025-04-25,804971458381,alpha,Lambda,us-east-1,14.6154,5.215
2025-04-25,465525686707,alpha,EC2,eu-west-1,17.0323,5.26
2025-04-25,314431605422,alpha,Lambda,us-west-2,5.4429,6.202
2025-04-25,748169499426,beta,S3,us-east-1,19.892,9.371
2025-04-25,414824823125,gamma,RDS,us-east-1,8.1123,9.93
2025-04-25,150758591115,alpha,Lambda,eu-west-1,9.4011,8.499
2025-04-25,715415947234,gamma,S3,us-east-1,2.6985,9.168
2025-04-25,550628489650,alpha,RDS,us-west-2,6.2002,9.125
2025-04-25,633058561903,alpha,CloudWatch,us-west-2,10.8403,5.11
2025-04-25,933094403206,alpha,EC2,us-east-1,4.8905,4.221
2025-04-25,151665826558,beta,S3,us-west-2,21.6009,8.846
2025-04-25,472121234403,gamma,EC2,us-west-2,17.0004,5.108
2025-04-25,380985195406,gamma,Lambda,us-east-1,18.4442,9.321
2025-04-25,975534386580,gamma,EC2,us-east-1,6.0224,5.933
2025-04-25,571015333068,gamma,S3,eu-west-1,8.3955,4.015
2025-04-25,988350516264,alpha,RDS,us-east-1,9.8876,6.189
2025-04-25,229071410557,beta,RDS,us-west-2,21.6694,7.346
2025-04-25,433296981575,alpha,EC2,us-west-2,19.4889,9.251
2025-04-25,474482780719,gamma,CloudWatch,us-west-2,24.2632,7.984
2025-04-25,541458468476,beta,EC2,us-west-2,16.6527,8.532
2025-04-25,900377914951,beta,CloudWatch,us-east-1,16.0385,8.449
2025-04-25,135329854783,gamma,S3,us-west-2,13.5712,2.068
2025-04-25,496661163031,beta,Lambda,eu-west-1,4.5972,6.102
2025-04-25,589970717222,gamma,Lambda,us-west-2,8.9927,2.242
2025-04-25,355988931572,gamma,RDS,us-east-1,23.536,5.711
2025-04-25,909104526438,alpha,RDS,us-west-2,1.1912,7.647
2025-04-25,160105048996,beta,RDS,eu-west-1,2.6458,8.0
2025-04-25,545060713887,beta,S3,eu-west-1,12.0421,2.577
2025-04-25,613248696008,gamma,Lambda,us-west-2,22.5568,2.462
2025-04-25,231005421245,gamma,Lambda,us-east-1,16.7523,6.997
2025-04-25,301076936884,beta,Lambda,us-west-2,10.8788,3.817
2025-04-25,106473136993,beta,CloudWatch,eu-west-1,15.5082,6.657
2025-04-25,479873218511,gamma,RDS,eu-west-1,19.5845,4.071
2025-04-25,907270790658,gamma,S3,eu-west-1,24.7521,6.792
2025-04-25,203333624032,beta,CloudWatch,us-east-1,0.1609,2.065
2025-04-25,820398786025,alpha,EC2,us-west-2,21.8725,7.983
2025-04-25,258611280005,alpha,CloudWatch,us-east-1,8.4635,2.842
2025-04-25,711690861808,beta,EC2,us-east-1,21.5926,4.406
2025-04-25,756017345054,alpha,S3,us-east-1,16.0697,2.589
2025-04-25,300308451609,alpha,RDS,us-east-1,17.1319,6.46
2025-04-25,176775367902,alpha,S3,us-east-1,14.4266,6.377
2025-04-25,720643643274,alpha,CloudWatch,us-west-2,15.2602,9.047
2025-04-25,132965830562,beta,RDS,us-east-1,12.6656,3.335
2025-04-25,883683630617,gamma,CloudWatch,us-west-2,3.8046,7.14
2025-04-25,855195975694,alpha,Lambda,us-west-2,10.344,5.705
2025-04-25,233363803511,beta,Lambda,us-west-2,17.5417,2.12
2025-04-25,261561115063,beta,S3,eu-west-1,12.0135,2.397
2025-04-25,495611329292,gamma,EC2,us-east-1,21.3901,2.474
2025-04-25,674573547029,alpha,EC2,us-west-2,13.9056,9.09
2025-04-25,432766680422,gamma,CloudWatch,us-east-1,12.742,7.388
2025-04-25,599627658205,beta,S3,us-west-2,11.287,4.007
2025-04-25,255133834771,beta,RDS,eu-west-1,2.8392,2.76
2025-04-25,260085793520,beta,EC2,us-east-1,17.9683,3.816
2025-04-25,596174886424,alpha,S3,us-east-1,20.1745,6.089
2025-04-26,419608988950,alpha,CloudWatch,eu-west-1,0.2888,0.757
2025-04-26,541558184323,alpha,EC2,us-west-2,16.8958,0.043
2025-04-26,881387341157,beta,S3,us-east-1,20.4468,0.104
2025-04-26,696138200296,gamma,EC2,us-west-2,5.0125,0.242
2025-04-26,902991076152,beta,CloudWatch,us-west-2,5.01,0.965
2025-04-26,211713860653,beta,EC2,us-west-2,3.5645,0.151
2025-04-26,799186574457,beta,RDS,us-east-1,9.7355,0.244
2025-04-26,739891558248,alpha,Lambda,eu-west-1,22.1823,0.964
2025-04-26,467810063242,beta,RDS,us-west-2,5.0048,0.539
2025-04-26,551772572333,beta,S3,us-east-1,19.6036,0.686
2025-04-26,997069980503,gamma,CloudWatch,eu-west-1,0.1703,0.458
2025-04-26,610470322098,gamma,RDS,us-west-2,14.0752,0.534
2025-04-26,776225056339,beta,Lambda,eu-west-1,18.4292,0.526
2025-04-26,563330392062,gamma,CloudWatch,us-east-1,4.105,0.288
2025-04-26,334217502214,alpha,Lambda,eu-west-1,18.8881,0.8
2025-04-26,780275766056,beta,EC2,eu-west-1,5.6101,0.973
2025-04-26,631632033966,beta,Lambda,eu-west-1,1.353,0.257
2025-04-26,455736983661,alpha,CloudWatch,eu-west-1,7.8781,0.75
2025-04-26,958632062463,alpha,S3,us-east-1,24.2697,0.14
2025-04-26,321665916632,gamma,CloudWatch,us-west-2,8.9847,0.786
2025-04-26,832403154586,gamma,EC2,us-west-2,13.073,0.022
2025-04-26,649803877971,gamma,Lambda,us-west-2,21.4433,0.221
2025-04-26,777395589439,alpha,EC2,eu-west-1,5.0548,0.399
2025-04-26,977379530619,alpha,RDS,eu-west-1,14.4297,0.815
2025-04-26,922431629722,beta,CloudWatch,eu-west-1,9.2502,0.577
2025-04-26,535743148214,beta,RDS,us-west-2,3.4657,0.762
2025-04-26,761238169816,beta,S3,eu-west-1,17.5515,0.277
2025-04-26,330315153529,alpha,CloudWatch,eu-west-1,7.7953,0.785
2025-04-26,389033315870,beta,RDS,eu-west-1,19.842,0.611
2025-04-26,554240109556,alpha,RDS,eu-west-1,12.3377,0.295
2025-04-26,673276557285,beta,RDS,us-west-2,24.4211,0.084
2025-04-26,987406276763,gamma,Lambda,us-east-1,8.8451,0.46
2025-04-26,628695621413,gamma,Lambda,us-east-1,3.2203,0.627
2025-04-26,530023498974,beta,EC2,us-east-1,11.4049,0.054
2025-04-26,372782034023,beta,Lambda,us-west-2,2.9089,0.33
2025-04-26,320156518123,gamma,Lambda,eu-west-1,21.6178,0.971
2025-04-26,873409792526,beta,RDS,eu-west-1,12.6706,0.644
2025-04-26,737407130686,alpha,EC2,us-west-2,16.4811,0.621
2025-04-26,174786720052,gamma,Lambda,us-west-2,13.5052,0.143
2025-04-26,299857809750,alpha,CloudWatch,us-east-1,7.6932,0.97
2025-04-26,608193242436,beta,Lambda,us-east-1,5.8278,0.227
2025-04-26,610028175007,beta,RDS,eu-west-1,14.2926,0.984
2025-04-26,689050349930,alpha,S3,eu-west-1,10.0964,0.16
2025-04-26,687898413970,alpha,Lambda,us-west-2,12.8142,0.384
2025-04-26,312896103231,gamma,S3,eu-west-1,6.1257,0.525
2025-04-26,661722464417,gamma,RDS,us-east-1,4.7399,0.876
2025-04-26,495386258658,beta,RDS,us-east-1,8.0183,0.635
2025-04-26,376273993927,alpha,EC2,us-west-2,4.146,0.418
2025-04-26,337285562204,gamma,CloudWatch,us-west-2,17.7766,0.562
2025-04-26,979485542441,beta,Lambda,us-west-2,16.3427,0.697
2025-04-26,121727858020,alpha,CloudWatch,eu-west-1,4.5604,0.318
2025-04-26,242312676697,alpha,Lambda,us-east-1,9.9945,0.55
2025-04-26,156619804806,alpha,RDS,us-west-2,7.3901,0.407
2025-04-26,758040398229,alpha,Lambda,eu-west-1,6.9871,0.589
2025-04-26,194753499307,gamma,CloudWatch,eu-west-1,21.0632,0.106
2025-04-26,899335489279,alpha,RDS,us-west-2,4.8698,0.347
2025-04-26,386017875269,gamma,S3,us-west-2,13.8638,0.801
2025-04-26,688907609718,beta,EC2,us-west-2,16.7176,0.426
2025-04-26,945593180190,gamma,CloudWatch,us-west-2,0.5067,0.253
2025-04-26,512665819583,alpha,RDS,us-east-1,19.673,0.204
2025-04-27,687230298297,alpha,RDS,eu-west-1,22.4743,0.376
2025-04-27,622038815162,alpha,Lambda,us-east-1,24.4045,0.916
2025-04-27,214953651241,beta,CloudWatch,eu-west-1,4.8642,0.543
2025-04-27,335497303362,gamma,Lambda,eu-west-1,14.0467,0.26
2025-04-27,500215579042,alpha,S3,us-east-1,13.5196,0.007
2025-04-27,759691144523,gamma,S3,us-east-1,9.7154,0.193
2025-04-27,949154452727,gamma,RDS,us-west-2,18.8646,0.155
2025-04-27,258351832129,alpha,EC2,us-east-1,20.9683,0.81
2025-04-27,793417236163,gamma,Lambda,us-west-2,12.3918,0.328
2025-04-27,674783669011,beta,CloudWatch,us-west-2,0.2433,0.453
2025-04-27,141661845564,beta,RDS,us-west-2,8.6733,0.074
2025-04-27,644586709392,gamma,RDS,us-east-1,11.2409,0.645
2025-04-27,706104616081,gamma,CloudWatch,us-west-2,4.9891,0.291
2025-04-27,879191429076,beta,Lambda,eu-west-1,22.4992,0.569
2025-04-27,966067661233,gamma,CloudWatch,us-west-2,14.621,0.034
2025-04-27,298818053817,alpha,RDS,us-east-1,2.2273,0.233
2025-04-27,940806122986,beta,CloudWatch,eu-west-1,14.7715,0.584
2025-04-27,410855284448,beta,S3,us-east-1,22.0368,0.621
2025-04-27,660093788798,gamma,CloudWatch,eu-west-1,4.1028,0.287
2025-04-27,362387834377,alpha,EC2,us-west-2,17.699,0.192
2025-04-27,112690329651,gamma,CloudWatch,eu-west-1,9.9889,0.603
2025-04-27,998482398209,alpha,RDS,us-west-2,12.7809,0.188
2025-04-27,495454057530,beta,EC2,us-west-2,13.589,0.286
2025-04-27,756188240766,beta,Lambda,eu-west-1,4.9299,0.079
2025-04-27,267142946401,beta,Lambda,us-east-1,22.0415,0.694
2025-04-27,622520513127,alpha,EC2,eu-west-1,18.3302,0.914
2025-04-27,277932602625,beta,EC2,us-west-2,0.3787,0.115
2025-04-27,734812017603,gamma,EC2,us-west-2,10.4706,0.576
2025-04-27,847644204509,gamma,RDS,eu-west-1,4.0923,0.144
2025-04-27,398275046512,alpha,Lambda,us-east-1,8.8985,0.822
2025-04-27,115192789148,gamma,CloudWatch,us-west-2,11.3583,0.198
2025-04-27,886258937500,gamma,S3,us-east-1,13.2029,0.578
2025-04-27,824558809778,gamma,EC2,us-west-2,9.8923,0.997
2025-04-27,832391511232,alpha,Lambda,us-west-2,1.422,0.976
2025-04-27,787690140686,beta,RDS,eu-west-1,22.2084,0.951
2025-04-27,353727045737,gamma,Lambda,us-east-1,12.7781,0.89
2025-04-27,501050004034,alpha,S3,us-east-1,10.4117,0.003
2025-04-27,500814839190,alpha,EC2,us-east-1,11.2248,0.555
2025-04-27,456068126321,alpha,CloudWatch,eu-west-1,6.6258,0.106
2025-04-27,726500245510,beta,CloudWatch,us-east-1,6.5619,0.213
2025-04-27,659359952981,gamma,Lambda,us-east-1,2.4321,0.14
2025-04-27,570479824536,gamma,RDS,us-east-1,6.3702,0.231
2025-04-27,224077970264,alpha,RDS,us-west-2,7.2205,0.116
2025-04-27,124411518844,gamma,S3,eu-west-1,8.8498,0.285
2025-04-27,362078115485,gamma,Lambda,us-west-2,21.9105,0.447
2025-04-27,615420491399,alpha,S3,us-west-2,20.6473,0.901
2025-04-27,567490873478,gamma,S3,us-east-1,9.9578,0.0
2025-04-27,426651599422,gamma,EC2,us-west-2,1.1478,0.439
2025-04-27,581057255529,beta,Lambda,eu-west-1,4.1158,0.762
2025-04-27,249135724035,gamma,Lambda,us-west-2,2.0664,0.374
2025-04-27,807218065145,beta,S3,eu-west-1,1.4722,0.908
2025-04-27,299466155216,beta,EC2,eu-west-1,21.244,0.082
2025-04-27,303008254788,alpha,RDS,us-east-1,21.2694,0.187
2025-04-27,128777131699,gamma,EC2,us-west-2,0.655,0.791
2025-04-27,817221592501,gamma,Lambda,us-east-1,21.4317,0.48
2025-04-27,868978225801,beta,S3,us-west-2,17.9022,0.736
2025-04-27,765735821570,alpha,CloudWatch,us-east-1,16.3923,0.675
2025-04-27,360694283618,beta,RDS,us-east-1,20.6201,0.393
2025-04-27,356113311642,alpha,Lambda,us-west-2,9.9255,0.341
2025-04-27,330693143803,gamma,RDS,us-west-2,24.4472,0.878
2025-04-28,844494721185,gamma,EC2,us-west-2,9.5397,7.284
2025-04-28,150717842580,alpha,CloudWatch,eu-west-1,20.3977,4.373
2025-04-28,520813099594,beta,RDS,eu-west-1,24.104,5.732
2025-04-28,493492619048,gamma,EC2,us-east-1,21.1342,7.462
2025-04-28,333582943974,alpha,RDS,us-east-1,12.998,8.392
2025-04-28,755801965140,alpha,Lambda,us-west-2,19.9768,3.021
2025-04-28,184065254985,alpha,S3,eu-west-1,1.432,3.129
2025-04-28,880727563856,alpha,EC2,us-east-1,17.6495,8.26
2025-04-28,637438887340,gamma,S3,us-west-2,22.8548,6.278
2025-04-28,270052290448,gamma,S3,eu-west-1,11.2971,6.506
2025-04-28,658684364037,alpha,RDS,eu-west-1,19.3416,9.685
2025-04-28,735718057421,alpha,RDS,us-east-1,10.274,7.421
2025-04-28,550114492840,alpha,S3,eu-west-1,21.8952,7.892
2025-04-28,694182540255,beta,S3,us-west-2,19.3209,2.724
2025-04-28,241467879230,alpha,RDS,us-west-2,7.3307,9.03
2025-04-28,544415858105,beta,S3,eu-west-1,1.3681,9.293
2025-04-28,574035712636,beta,RDS,us-east-1,16.5252,3.53
2025-04-28,194233579256,gamma,RDS,us-east-1,3.2933,4.279
2025-04-28,498092650980,beta,Lambda,us-east-1,23.5541,7.811
2025-04-28,584002306354,gamma,Lambda,eu-west-1,18.0094,2.25
2025-04-28,749862996973,alpha,Lambda,us-east-1,8.6796,6.107
2025-04-28,895879947299,beta,S3,eu-west-1,7.6752,4.724
2025-04-28,760404676212,alpha,CloudWatch,eu-west-1,9.3457,7.476
2025-04-28,115448101613,beta,RDS,us-east-1,10.6581,5.761
2025-04-28,401960608208,gamma,EC2,us-west-2,8.1153,9.884
2025-04-28,299369719527,beta,RDS,eu-west-1,2.3125,8.198
2025-04-28,721278651761,alpha,CloudWatch,eu-west-1,9.5462,7.585
2025-04-28,864740282522,beta,CloudWatch,eu-west-1,20.9908,6.544
2025-04-28,686074781394,beta,EC2,us-east-1,8.5592,4.267
2025-04-28,521186106970,alpha,RDS,us-west-2,15.4074,7.435
2025-04-28,644404254436,alpha,CloudWatch,us-west-2,13.5226,7.772
2025-04-28,795855707342,gamma,Lambda,us-west-2,21.7039,2.552
2025-04-28,626240206469,gamma,Lambda,eu-west-1,2.8061,5.324
2025-04-28,683331797961,alpha,RDS,us-east-1,9.9085,2.915
2025-04-28,713103213784,gamma,RDS,us-west-2,1.6968,8.878
2025-04-28,979959752524,beta,S3,eu-west-1,24.3738,8.753
2025-04-28,942948513941,alpha,S3,us-east-1,3.6935,4.22
2025-04-28,215217190596,alpha,Lambda,us-west-2,22.5563,3.907
2025-04-28,876994324822,gamma,RDS,us-east-1,12.6895,2.964
2025-04-28,316245425484,beta,CloudWatch,eu-west-1,7.3693,7.353
2025-04-28,458243124017,alpha,CloudWatch,us-east-1,6.7541,9.159
2025-04-28,870271015820,beta,S3,us-west-2,2.3638,8.333
2025-04-28,271398256830,beta,S3,us-west-2,11.6232,8.493
2025-04-28,771611786535,beta,EC2,eu-west-1,0.4583,7.315
2025-04-28,937493527775,gamma,RDS,eu-west-1,1.6739,2.16
2025-04-28,796404528671,gamma,EC2,us-east-1,9.1176,6.958
2025-04-28,650626466189,gamma,Lambda,us-east-1,7.0171,9.251
2025-04-28,343165698938,alpha,S3,eu-west-1,24.2198,3.554
2025-04-28,528126606886,beta,CloudWatch,us-west-2,22.9986,9.028
2025-04-28,377467432488,gamma,CloudWatch,eu-west-1,16.7875,7.351
2025-04-28,915320838947,alpha,RDS,eu-west-1,15.4841,4.022
2025-04-28,128519182663,alpha,Lambda,us-west-2,23.3704,7.485
2025-04-28,360461908865,beta,RDS,us-west-2,23.4763,2.483
2025-04-28,892432247217,gamma,EC2,us-east-1,4.5773,7.297
2025-04-28,237996653176,gamma,EC2,eu-west-1,14.5278,6.85
2025-04-28,121273653749,gamma,EC2,eu-west-1,7.2599,9.589
2025-04-28,653939166222,gamma,CloudWatch,us-east-1,19.3668,2.009
2025-04-28,623396950373,gamma,EC2,us-west-2,9.5367,9.433
2025-04-28,833020520831,alpha,S3,eu-west-1,4.2114,6.172
2025-04-28,795197028564,alpha,EC2,us-east-1,5.0581,7.923
2025-04-29,404121469933,gamma,EC2,us-west-2,24.7773,5.672
2025-04-29,996933349329,gamma,Lambda,us-east-1,18.7499,4.234
2025-04-29,869288354259,beta,RDS,us-east-1,1.7344,4.773
2025-04-29,744367791692,gamma,S3,us-west-2,19.4129,3.758
2025-04-29,581258486398,gamma,RDS,us-east-1,18.5196,5.174
2025-04-29,732834304724,beta,S3,us-west-2,19.5986,7.767
2025-04-29,372691327778,beta,RDS,eu-west-1,6.8038,3.006
2025-04-29,856653947041,gamma,EC2,us-east-1,17.3372,4.228
2025-04-29,159333273591,alpha,EC2,us-east-1,10.693,5.98
2025-04-29,975562380964,gamma,CloudWatch,us-east-1,19.4884,3.491
2025-04-29,599413212185,gamma,S3,us-west-2,5.8158,6.917
2025-04-29,425518320104,gamma,Lambda,us-east-1,9.6284,6.957
2025-04-29,639912238798,alpha,EC2,us-west-2,6.4937,9.584
2025-04-29,963476720957,gamma,RDS,us-east-1,4.5483,2.218
2025-04-29,296797261707,alpha,CloudWatch,eu-west-1,17.7214,2.258
2025-04-29,566918117753,gamma,EC2,eu-west-1,13.3772,7.179
2025-04-29,998441673016,beta,Lambda,us-east-1,0.3758,2.732
2025-04-29,133163802320,beta,RDS,eu-west-1,2.1239,5.373
2025-04-29,739986937802,gamma,RDS,us-west-2,3.5163,7.959
2025-04-29,450077699255,beta,S3,us-west-2,11.3443,4.377
2025-04-29,789669185955,beta,S3,eu-west-1,13.8467,3.874
2025-04-29,987880199460,beta,EC2,eu-west-1,15.0434,8.27
2025-04-29,483458060628,gamma,RDS,eu-west-1,6.0718,5.251
2025-04-29,268414570128,gamma,Lambda,us-west-2,24.5879,3.647
2025-04-29,834324013467,gamma,S3,eu-west-1,3.807,2.934
2025-04-29,919603341280,beta,RDS,us-east-1,21.195,5.001
2025-04-29,342954867259,alpha,RDS,us-west-2,12.2766,2.406
2025-04-29,363641808534,gamma,EC2,us-west-2,13.0534,2.133
2025-04-29,882800421210,gamma,EC2,us-west-2,2.4352,8.694
2025-04-29,490540848346,alpha,CloudWatch,us-west-2,7.4007,5.702
2025-04-29,156598977626,beta,RDS,eu-west-1,7.389,9.929
2025-04-29,410326489738,beta,Lambda,us-west-2,11.6049,9.012
2025-04-29,739140125392,alpha,CloudWatch,eu-west-1,7.8173,7.689
2025-04-29,969610512747,alpha,RDS,us-west-2,2.1972,2.347
2025-04-29,161031113958,gamma,Lambda,us-west-2,4.2003,2.018
2025-04-29,993528011529,alpha,RDS,eu-west-1,13.8772,3.532
2025-04-29,870290034963,gamma,S3,eu-west-1,12.4914,9.877
2025-04-29,772371441594,beta,Lambda,us-west-2,7.2134,5.717
2025-04-29,584300730072,gamma,CloudWatch,eu-west-1,10.0603,6.027
2025-04-29,627986476068,alpha,S3,eu-west-1,4.2342,8.406
2025-04-29,951440067284,alpha,RDS,us-west-2,14.0488,4.612
